pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,lastyear
31003F,US ARMY HOSP,,FORT MONMOUTH,NJ,7703,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,80,80,2017
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,7030,2014181000,1,active,,01jul1966,,limited,0,0,0,1,32,1,0,short term,non-profit church,1,0,0,0,0,1,333,333,2017
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,8755,7325578000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,596,596,2017
310042,"CLARA MAASS MEDICAL CENTER, WEST HUDSON DIVISION",206 BERGEN AVE,KEARNY,NJ,7032,2019557000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,166,166,2017
310043,MONTCLAIR COMMUNITY HOSPITAL,120 HARRISON AVE,MONTCLAIR,NJ,7042,2017447300,0,"vol-merg,close",24jun1999,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,117,117,2017
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,8534,6093034000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,344,344,2017
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,7631,2018943000,1,active,,01jul1966,,major,0,1,0,0,47,1,0,short term,non-profit private,1,0,0,0,0,1,490,490,2017
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,8244,6096533545,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,302,302,2017
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,8876,9086852200,1,active,,01jul1966,,no affiliation,0,1,0,0,20,1,0,short term,non-profit private,1,0,0,0,0,1,335,305,2017
310049,ST FRANCIS COMMUNITY HEALTH CENTER,25 WILLIAMS PLACE,JERSEY CITY,NJ,7302,2015551111,0,"vol-merg,close",30oct2002,01jul1966,313037,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,218,218,2017
31004F,VA HOSP,,LYONS,NJ,7939,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1801,1801,2017
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,7834,9739835569,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,418,418,2017
310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,9085222000,1,active,,01jul1966,,major,1,1,0,1,82.75,1,0,short term,non-profit other,1,0,0,0,0,1,448,448,2017
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,8724,7328402200,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,436,436,2017
310053,RIVERSIDE HOSP INC,POWERVILLE RD BOX 59,BOONTON,NJ,7005,2013345000,0,"vol-merg,close",18nov1985,01jul1966,310050,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,160,160,2017
310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,9734296000,1,active,,01jul1966,,limited,1,0,0,0,46,1,0,short term,non-profit private,1,0,0,0,0,1,328,328,2017
310056,ZURBRUGG MEMORIAL HOSPITAL,HOSPITAL PLAZA,RIVERSIDE,NJ,8075,6095551111,0,vol-other,31dec1995,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,154,154,2017
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,8060,6099146000,1,active,,01jul1966,,major,0,1,0,0,23.5,1,0,short term,non-profit private,1,0,0,0,0,1,341,341,2017
310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652,2019674000,1,active,,01jul1966,,no affiliation,0,1,0,0,35,1,0,short term,government local,0,0,1,0,0,1,496,496,2017
310059,SOUTH BERGEN HOSPITAL,214 TERRACE AVE,HASBROUCK HEIGHTS,NJ,7604,2012880800,0,"vol-merg,close",18dec1987,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,40,40,2017
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,8865,9088476700,1,active,,01jul1966,,graduate,0,1,1,1,14.38000011444092,1,0,short term,non-profit other,1,0,0,0,0,1,214,214,2017
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,WILLINGBORO,NJ,8046,6098352900,1,active,,01jul1966,,limited,0,0,1,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,221,221,2017
310062,UNITED HOSPITALS OF NEWARK,15 S 9TH ST,NEWARK,NJ,7107,2012688000,0,"vol-merg,close",18feb1997,01jul1966,,major,0,1,0,0,37,1,0,short term,non-profit private,1,0,0,0,0,1,429,429,2017
310063,MUHLENBERG REGIONAL MEDICAL CENTER,PARK AVE AND RANDOLPH ROAD,PLAINFIELD,NJ,7061,9086682197,0,"vol-merg,close",13aug2008,01jul1966,,no affiliation,0,0,0,0,30,1,0,short term,non-profit private,1,0,0,0,0,1,24,24,2017
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401,6094418020,1,active,,01jul1966,,graduate,0,1,1,0,28,1,0,short term,non-profit other,1,0,0,0,0,1,263,263,2017
310067,SAINT CLARE'S HOSPITAL,400 WEST BLACKWELL STREET,DOVER,NJ,7801,2019893042,0,"vol-merg,close",01jun2001,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,324,324,2017
310068,BRIDGETON HOSPITAL,IRVING & MAGNOLIA AVES,BRIDGETON,NJ,8302,6094516600,0,"vol-merg,close",27dec1988,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,228,228,2017
310069,INSPIRA MEDICAL CENTER ELMER,"501 WEST FRONT STREET, POST OFFICE BOX  1090",ELMER,NJ,8318,8563631000,1,active,,01jul1966,310032,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,91,91,2017
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,8901,7327458600,1,active,,01jul1966,,major,0,1,0,1,0,1,0,short term,non-profit church,1,0,0,0,0,1,416,416,2017
310071,ST MARYS HOSPITAL,135 S CENTER ST,ORANGE,NJ,7050,2012663005,0,"vol-merg,close",08feb1996,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,202,202,2017
310072,TRINITAS HOSPITAL,225 WILLIAMSON ST,ELIZABETH,NJ,7207,9085275000,0,"vol-merg,close",01nov2001,01jul1966,310027,graduate,0,1,0,0,27,1,0,short term,non-profit church,1,0,0,0,0,1,329,329,2017
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,7754,7327755500,1,active,,01jul1966,,major,1,1,0,0,136,1,0,short term,non-profit private,1,0,0,0,0,1,490,490,2017
310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,JERSEY CITY,NJ,7302,2019152000,1,active,,01jul1966,,limited,0,0,0,1,80,1,0,short term,non-profit private,1,0,0,0,0,1,255,255,2017
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,7740,7322225200,1,active,,01jul1966,,major,1,0,0,1,125,1,0,short term,non-profit private,1,0,0,0,0,1,450,450,2017
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,7039,9733225000,1,active,,01jul1966,,major,0,1,1,1,117,1,0,short term,non-profit other,1,0,0,0,0,1,485,485,2017
310077,GENERAL HOSPITAL CENTER AT PASSAIC,350 BOULEVARD,PASSAIC,NJ,7055,2013654300,0,"vol-merg,close",31dec2003,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,303,303,2017
310078,HOSPITAL CENTER AT ORANGE,188 S ESSEX AVE,ORANGE,NJ,7050,2012662000,0,"vol-merg,close",23jan2004,01jul1966,,limited,0,1,0,0,4,1,0,short term,non-profit private,1,0,0,0,0,1,293,293,2017
31007F,U S NAVAL HOSP,,LAKEHURST,NJ,8733,,0,"vol-merg,close",15jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,10,10,2017
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,8096,8568450100,1,active,,01jul1966,,limited,1,0,1,1,12,1,0,short term,non-profit private,1,0,0,0,0,1,287,287,2017
310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,7018,9732664401,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,211,211,2017
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,NJ,8701,7323631900,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,350,350,2017
310085,KENNEDY MEM HOSPITAL AT SADDLE BROOK,300 MARKET STREET,SADDLE BROOK,NJ,7662,2013686000,0,"vol-merg,close",04feb1994,01jul1966,,no affiliation,0,0,1,0,2,1,0,short term,non-profit other,1,0,0,0,0,1,182,112,2017
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,8084,8563467802,1,active,,01jul1966,,major,0,0,1,0,8,1,0,short term,non-profit private,1,0,0,0,0,1,607,607,2017
310087,NEWCOMB MEDICAL CENTER,66 S STATE ST,VINELAND,NJ,8360,6096919000,0,vol-other,01jan2000,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,235,235,2017
310088,WM B KESSLER MEMORIAL HOSPITAL,600 SO WHITE HORSE PIKE,HAMMONTON,NJ,8037,6095616700,0,"vol-merg,close",12mar2009,01jul1966,,no affiliation,0,0,0,1,3,1,0,short term,non-profit private,1,0,0,0,0,1,130,130,2017
31008E,CHILDRENS SEASHORE HOSP,4100 ATLANTIC AVE,ATLANTIC CITY,NJ,8401,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,92,92,2017
310090,UNION HOSPITAL,1000 GALLOPING HILL RD,UNION,NJ,7083,9086871900,0,"vol-merg,close",01oct2007,01jul1966,,major,0,0,1,0,42.75,1,0,short term,non-profit private,1,0,0,0,0,1,201,201,2017
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,8079,8569351000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,152,152,2017
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON,NJ,8638,6093946000,1,active,,01jul1966,,graduate,1,1,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,269,269,2017
310093,COLUMBUS HOSPITAL,495 NORTH 13TH ST,NEWARK,NJ,7107,9732681400,0,"vol-merg,close",01may2008,01jul1966,,limited,0,0,0,1,0,1,0,short term,non-profit church,1,0,0,0,0,1,206,206,2017
310094,"LIVINGSTON COMMUNITY HOSPITAL,THE",204 HILLSIDE AVE,LIVINGSTON,NJ,7039,2019926550,0,"vol-merg,close",27nov1990,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,94,94,2017
310096,SAINT MICHAEL'S MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,7102,9738775350,1,active,,01jul1966,,major,0,1,1,0,99,1,0,short term,non-profit private,1,0,0,0,0,1,358,358,2017
31009E,NEW JERSEY TRAINING SCHOOL,P O BOX 215,TOTOWA,NJ,7512,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1119,1119,2017
310105,LIBERTYHEALTH-GREENVILLE HOSPITAL CAMPUS,1825 KENNEDY BLVD,JERSEY CITY,NJ,7305,2015476100,0,"vol-merg,close",23apr2008,06oct1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,86,86,2017
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,8818,7323217000,1,active,,07aug1967,,limited,1,1,0,0,42,1,0,short term,non-profit private,1,0,0,0,0,1,551,551,2017
31010E,NEW LISBON STATE COLONY HOSP,,NEW LISBON,NJ,8064,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,50,50,2017
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,8690,6095867900,1,active,,09aug1971,,limited,0,1,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,248,248,2017
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728,7324312000,1,active,,20sep1971,,limited,0,1,0,0,20,1,0,short term,non-profit private,1,0,0,0,0,1,273,273,2017
310112,BAYSHORE MEDICAL CENTER,727 N BEERS ST,HOLMDEL,NJ,7733,7327395900,1,active,,01may1972,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,225,225,2017
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,8050,6095976011,1,active,,02aug1972,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,134,100,2017
310115,HACKETTSTOWN MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,9088525100,1,active,,26feb1973,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,91,91,2017
310116,ST JOSEPH'S WAYNE HOSPITAL,224 HAMBURG TPKE,WAYNE,NJ,7470,9739426900,0,"vol-merg,close",31dec2009,01may1973,310019,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,229,229,2017
310117,GARDEN STATE COMMUNITY HOSPITAL,RT 73  BRICK RD,MARLTON,NJ,8053,6095963500,0,"vol-merg,close",15apr1992,01jun1973,310022,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,204,204,2017
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,SECAUCUS,NJ,7094,2013923200,1,active,,15mar1976,,graduate,0,0,1,0,43,1,0,short term,for-profit proprietary,0,1,0,0,0,1,208,208,2017
310119,UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,7101,9739725658,1,active,,20jan1979,,major,1,1,0,0,0,1,0,short term,government state,0,0,1,0,0,1,518,518,2017
31011E,WALTER MATHENY SCHOOL INFIRMARY,MAIN ST,PEAPACK,NJ,7977,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,80,80,2017
310120,SAINT CLARE'S HOSPITAL/SUSSEX,20 WALNUT ST,SUSSEX,NJ,7461,9737022200,0,"vol-merg,close",30sep2012,05may1979,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,106,106,2017
310121,ROOSEVELT HOSPITAL,PO BOX 151,METUCHEN,NJ,8840,9083216800,0,"vol-merg,close",24jun1998,01jan1986,312004,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,1,558,28,2017
310122,SPECIALTY HOSPITAL AT MONMOUTH,300 SECOND AVENUE,LONG BRANCH,NJ,7740,7329235037,0,oth-status chg,01nov2004,15apr2004,312017,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,25,25,2017
310123,SEMPERCARE HOSPITAL OF BELLEVILLE,1 CLARA MAASS DRIVE,BELLEVILLE,NJ,7109,9734502530,0,oth-status chg,01nov2004,16apr2004,312019,no affiliation,0,0,0,1,0,1,0,short term,non-profit other,1,0,0,0,0,1,25,25,2017
310124,REHABILITATION HOSPITAL  AT RARITAN BAY MEDICAL CT,530 NEW BRUNSWICK AVE -2 GREEN,PERTH AMBOY,NJ,8861,7323246090,0,oth-status chg,01nov2004,21apr2004,312018,no affiliation,0,0,0,1,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,25,25,2017
310125,KINDRED HOSPITAL NEW JERSEY MORRIS COUNTY,400 WEST BLACKWELL STREET,DOVER,NJ,7801,9735373818,0,oth-status chg,01mar2005,10aug2004,312020,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,45,45,2017
310126,HEALTHSOUTH SPECIALTY HOSPITAL OF UNION,1000 GALLOPING HILL ROAD,UNION,NJ,7083,9082062509,0,oth-status chg,01nov2005,13apr2005,312021,no affiliation,0,0,1,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,25,25,2017
310127,LOURDES SPECIALTY HOSPITAL OF SOUTHERN NEW JERSEY,218 SUNSET ROAD,WILLINGBORO,NJ,8046,6098355782,0,oth-status chg,31aug2006,14feb2006,312022,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,30,30,2017
310128,ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401,6094412122,0,oth-status chg,31may2010,18dec2009,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,30,30,2017
31012E,NEW JERSEY STATE PRISON FARM HOSP,LOCK BAY,RAHWAY,NJ,7065,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,20,20,2017
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,7675,2013831035,1,active,,14jun2013,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,128,128,2017
31013E,NEW JERSEY STATE PRISON HOSP,130 3RD ST,TRENTON,NJ,8625,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,43,43,2017
31014E,VINELAND STATE SCHOOL HOSP,E LANDIS AVE,VINELAND,NJ,8360,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,42,42,2017
31015E,CHILDRENS SPECIALIZED HOSP,NEW PROVIDENCE RD,WESTFIELD,NJ,7091,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,50,50,2017
31016E,STATE COLONY HOSP,DEHIRSCH AVE,WOODBINE,NJ,8270,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,100,100,2017
31018E,WOODBRIDGE STATE SCHOOL & HOSP,RAHWAY AVE,WOODBRIDGE,NJ,7095,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,125,125,2017
31020E,PREAKNESS HOSP,VALLEY VIEW RD BOX 5,PATERSON,NJ,7509,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,568,568,2017
31021E,BETTY BACHARACH HOME,,LONGPORT,NJ,8403,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,1,2017
31024E,MT CARMEL HOSP FOR ALCOHOLISM,396 STRAIGHT ST,PATERSON,NJ,7501,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,37,37,2017
31027E,HAMILTON HOSP,140 N CLINTON AVE,TRENTON,NJ,8609,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,46,46,2017
31028E,MIDDLESEX REHAB HOSP,GEORGES RD + RT 25,NORTH BRUNSWICK,NJ,8902,,0,"vol-merg,close",17jun2005,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,37,37,2017
310901,BERGEN PINES CO HOSP/PSYCH UNIT,E RIDGEWOOD AVE,PARAMUS,NJ,7652,2019674000,0,oth-status chg,31dec1989,01sep1969,310058,limited,1,0,0,1,1,1,0,short term,government local,0,0,1,0,0,,100,100,2003
310902,MEDICAL CENTER PRINCETON HOUSE UNIT,905 HERRONTOWN RD,PRINCETON,NJ,8540,6099217700,0,oth-status chg,31dec1989,20jul1971,310010,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,84,84,2003
310905,JOHN F KENNEDY MEDICAL CENTER,JAMES ST,EDISON,NJ,8817,2013217000,0,oth-status chg,31dec1989,20jul1974,310108,limited,1,1,0,0,6,1,0,short term,non-profit other,1,0,0,0,0,,48,48,2003
310906,MERWICK REHABILITATION UNIT,253 WITHERSPOON ST,PRINCETON,NJ,8540,6099217700,0,oth-status chg,31dec1989,01jan1980,310010,major,0,1,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,17,17,2003
310907,REHAB INSTITUTE OF MORRISTOWN MEM HOSP,95 MT KEMBLE AVE,MORRISTOWN,NJ,7960,2015405700,0,oth-status chg,31dec1989,17may1984,310015,major,1,1,1,1,1.5,1,0,short term,non-profit other,1,0,0,0,0,,22,22,2003
312001,KESSLER INSTITUTE FOR REHABILITATION,1199 PLEASANT VALLEY WAY,WEST ORANGE,NJ,7052,2017313600,0,oth-status chg,01jan1985,01jul1966,313026,major,0,1,0,0,2,0,0,long term,non-profit other,1,0,0,0,0,1,230,230,2017
312002,RUNNELLS SPECIALIZED HOSP-UNION CO,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,9087715700,0,oth-status chg,17jun2008,01jul1966,314027,no affiliation,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,79,79,2017
312004,ROOSEVELT HOSP  DISEASES OF CHEST,PARSONAGE RD,METUCHEN,NJ,8840,2013216800,0,oth-status chg,01jan1986,01jul1966,310121,no affiliation,0,0,0,0,0,0,0,long term,government local,0,0,1,0,0,1,30,30,2017
312006,WELKIND REHABILITATION HOSP,PLEASANT HILL RD,CHESTER,NJ,7930,2015848154,0,oth-status chg,01jan1985,01jul1971,313025,limited,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,32,32,2017
312007,JEWISH HOSP REHAB CTR,198 STEVENS AVE,JERSEY CITY,NJ,7305,2014519000,0,oth-status chg,01jan1985,01jan1973,313028,no affiliation,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,150,150,2017
312009,CHILDRENS SEASHORE HOUSE,4100 ATLANTIC AVE,ATLANTIC CITY,NJ,8401,6093455191,0,"vol-merg,close",24jul1990,01dec1973,,limited,0,1,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,78,78,2017
312010,CHILDRENS SPECIALIZED HOSP,NEW PROVIDENCE RD,WESTFIELD,NJ,7091,2012333720,0,oth-status chg,01jan1985,19nov1973,313300,no affiliation,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,60,60,2017
312011,GARDEN STATE REHABILITATION HOSP,14 HOSPITAL DRIVE,TOMS RIVER,NJ,8753,2012443100,0,oth-status chg,01jan1986,20may1974,313029,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,50,50,2017
312012,BETTY BACHARACH REHAB CENTER,JIM LEEDS RD,POMONA,NJ,8240,6096527000,0,oth-status chg,01jan1985,01dec1975,313030,no affiliation,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,80,80,2017
312014,"MATHENY SCHOOL & HOSPITAL, THE",65 HIGHLAND AVENUE,PEAPACK,NJ,7977,9082340011,1,active,,09jul1976,,limited,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,102,102,2017
312015,VINELAND DEVELOPMENTAL CENTER/HOSPITAL,1676 E LANDIS AVE,VINELAND,NJ,8360,6096966200,0,"vol-merg,close",17feb1999,01may1979,,limited,0,0,0,1,1,0,0,long term,government state,0,0,1,0,0,1,100,100,2017
312016,ST LAWRENCE REHABILITATION CENTER,2381 LAWRENCEVILLE RD,LAWRENCEVILLE,NJ,8648,6098969500,0,oth-status chg,01jan1985,01jan1983,313027,no affiliation,0,0,0,0,0,0,0,long term,non-profit church,1,0,0,0,0,1,76,76,2017
312017,SPECIALTY HOSPITAL OF CENTRAL JERSEY,"600 RIVER AVENUE,   4 WEST",LAKEWOOD,NJ,8701,7328063207,1,active,,01nov2004,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,50,50,2017
312018,"CARE ONE AT RARITAN BAY MEDICAL CENTER, LLC","530 NEW BRUNSWICK AVENUE, 2ND FLOOR GREEN",PERTH AMBOY,NJ,8861,7323246090,1,active,,01nov2004,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,51,51,2017
312019,SELECT SPECIALTY HOSPITAL NORTHEAST,96 PARKWAY,ROCHELLE PARK,NJ,7662,2012212352,1,active,,01nov2004,,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,62,62,2017
312020,KINDRED HOSPITAL NEW JERSEY - MORRIS COUNTY,400 WEST BLACKWELL STREET,DOVER,NJ,7801,9735373816,1,active,,01mar2005,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,117,117,2017
312021,HEALTHSOUTH SPECIALTY HOSPITAL OF UNION,1000 GALLOPING HILL ROAD,UNION,NJ,7083,7325055121,0,"vol-merg,close",23feb2007,01nov2005,,no affiliation,0,0,1,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,25,25,2017
312022,ACUITY SPECIALTY HOSPITAL OF SOUTHERN NEW JERSEY,218 SUNSET ROAD,WILLINGBORO,NJ,8046,6094323034,1,active,,01sep2006,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,30,30,2017
312023,ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,1925 PACIFIC AVENUE 5TH FLOOR,ATLANTIC CITY,NJ,8401,6094412122,1,active,,01jun2010,,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,30,30,2017
312024,COLUMBUS HOSPITAL LTACH,495 NORTH 13TH STREET,NEWARK,NJ,7107,9735877712,1,active,,14sep2010,,limited,0,0,0,0,0,0,0,long term,non-profit church,1,0,0,0,0,1,63,63,2017
