pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,firstyear
251308,PONTOTOC HEALTH SERVICE CAH,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,6624895510,1,active,,01oct2002,250003,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2002
251309,FIELD MEMORIAL COMMUNITY HOSPITAL,270 WEST MAIN STREET P O BOX 639,CENTREVILLE,MS,39631,6016455221,1,active,,01oct2002,250088,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2002
251310,CHOCTAW COUNTY MEDICAL CENTER CAH,148 WEST CHERRY STREET PO BOX 417,ACKERMAN,MS,39735,6622856235,1,active,,05mar2003,250047,no affiliation,0,0,0,0,0,0,1,cah,for-profit proprietary,0,1,0,0,0,,15,15,2003
251311,HUMPHREYS COUNTY MEMORIAL HOSPITAL CAH,POST OFFICE BOX 510,BELZONI,MS,39038,6622473831,1,active,,06jun2003,250098,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,409 TYLER HOLMES DRIVE,WINONA,MS,38967,6622834114,1,active,,01oct2003,250066,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
251313,KINGS DAUGHTERS HOSPITAL CAH,823 GRAND AVENUE,YAZOO CITY,MS,39194,6627462261,1,active,,01oct2003,250119,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2003
251314,QUITMAN COUNTY HOSPITAL CAH,340 GETWELL DRIVE,MARKS,MS,38646,6013268031,1,active,,01jan2004,250131,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2003
251315,LEAKE COUNTY MEMORIAL HOSPITAL CAH,310 ELLIS STREET,CARTHAGE,MS,39051,6012671454,1,active,,01jan2004,250154,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2004
251316,HC WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,6017766925,1,active,,01jan2004,250089,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2004
251317,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HIGHWAY 149,MENDENHALL,MS,39114,6018472221,1,active,,30sep2004,250065,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,35,35,2004
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,RULEVILLE,MS,38771,6627562711,1,active,,01oct2004,250071,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,35,35,2004
251319,UNIVERSITY HOSPITAL & CLINICS-HOLMES COUNTY,239 BOWLING GREEN ROAD,LEXINGTON,MS,39095,6628341321,1,active,,01oct2004,250083,limited,0,0,0,0,0,0,1,cah,government state,0,0,1,0,0,,25,25,2004
251320,CLAIBORNE COUNTY HOSPITAL CAH,123 MCCOMB AVENUE,PORT GIBSON,MS,39150,6014375141,1,active,,01oct2004,250068,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,35,35,2004
251321,ALLIANCE LAIRD HOSPITAL CAH,25117 HIGHWAY 51,UNION,MS,39365,6017748214,1,active,,30nov2004,250159,no affiliation,0,0,0,0,0,0,1,cah,for-profit proprietary,0,1,0,0,0,,25,25,2004
251322,LAIRD HOSPITAL INC,25117 HIGHWAY 15,UNION,MS,39365,6017748214,1,active,,14dec2004,251321,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2005
251323,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,6017326301,1,active,,01oct2005,250146,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,30,30,2005
251324,WALTHALL COUNTY GENERAL HOSPITAL CAH,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,6018762122,1,active,,01oct2005,250107,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,35,25,2005
251325,COVINGTON COUNTY HOSPITAL CAH,701 SOUTH HOLLY AVENUE,COLLINS,MS,39428,6017656711,1,active,,01jan2006,250105,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,35,35,2006
251326,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,1102 ROSE STREET,PRENTISS,MS,39474,6017924276,1,active,,01jan2006,250037,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,39,39,2006
251327,HARDY WILSON MEMORIAL HOSPITAL CAH,233 MAGNOLIA STREET,HAZLEHURST,MS,39083,6018944541,1,active,,01jan2006,250039,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,35,35,2006
251328,HANCOCK MEDICAL CENTER CAH,149 DRINKWATER BLVD,BAY SAINT LOUIS,MS,39521,2284678744,0,"vol-merg,close",31oct2006,01jan2006,250162,no affiliation,0,0,0,0,0,0,1,cah,for-profit proprietary,0,1,0,0,0,,25,25,2006
251329,GREENE COUNTY HOSPITAL CAH,1017 JACKSON STREET,LEAKESVILLE,MS,39451,6013944135,1,active,,29dec2005,,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,3,3,2006
251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,HWY 84 BOX 636,MONROE,MS,39653,6013845801,1,active,,30apr2009,,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,0,36,35,2011
251331,CALHOUN HEALTH SERVICES,140 BURKE-CALHOUN CITY ROAD,CALHOUN CITY,MS,38916,6626286611,1,active,,13mar2009,,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,0,30,30,2011
251332,PIONEER HEALTH SERVICES OF NEWTON,"9421 EAST SIDE DRIVE EXTENSION, POB 299",NEWTON,MS,39345,6016832031,1,active,,01sep2010,,no affiliation,0,0,0,0,0,0,1,cah,for-profit proprietary,0,1,0,0,0,,30,30,2010
251333,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,MS,39470,6017954543,1,active,,10nov2010,,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,0,24,24,2011
251334,PIONEER COMMUNITY HOSPITAL OF CHOCTAW- CAH,311 WEST CHERRY STREET,ACKERMAN,MS,39735,6622856235,1,active,,22apr2011,,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,0,25,25,2012
251335,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,MS,39328,7694861100,1,active,,28jul2011,250165,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,25,25,2011
251336,MONTFORT JONES MEMORIAL HOSPITAL,220 HWY 12 WEST,KOSCIUSKO,MS,39090,6622894311,1,active,,01dec2013,,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,0,25,25,2014
251337,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,MS,38663,6628379221,1,active,,01jan2015,,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,0,45,25,2016
252003,"RESTORATIVE CARE HOSPITAL,THE",1225 NORTH STATE ST,JACKSON,MS,39202,6019685130,1,active,,17aug1993,,no affiliation,0,0,0,0,0,0,0,long term,non-profit church,1,0,0,0,0,,22,22,1993
252004,"SPECIALITY HOSPITAL OF MERIDIAN,THE",1314 19TH AVENUE,MERIDIAN,MS,39301,6014864211,1,active,,01may1995,253026,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,20,20,1996
252005,BILOXI SPECIALTY HOSPITAL,648 BEACH BOULEVARD,BILOXI,MS,39530,2283747474,1,active,,01jan1999,250150,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,42,42,1999
252006,REGENCY HOSPITAL OF MERIDIAN,1102 CONSTITUTION AVNEUE,MERIDIAN,MS,39301,6014847900,1,active,,01aug2003,250155,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,40,40,2006
252007,SELECT SPECIALTY HOSPITAL JACKSON,1850 CHADRICK DRIVE 5TH FLOOR,JACKSON,MS,39204,6013761005,1,active,,01mar2003,250153,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,40,40,2003
252008,PROMISE SPECIALTY HOSPITAL OF VICKSBURG,1111 NORTH FRONTAGE ROAD 2D FLOOR,VICKSBURG,MS,39180,6016193526,1,active,,05dec2003,250158,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,33,33,2004
252009,REGENCY HOSPITAL OF HATTIESBURG,6051 US HIGHWAY 49 5TH FLOOR,HATTIESBG,MS,39404,6012888510,1,active,,01jun2004,250157,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,33,33,2004
252010,GREENWOOD SPECIALTY HOSPITAL LLC,1401 RIVER ROAD 2D FLOOR,GREENWD,MS,38935,6624592549,1,active,,01mar2005,250156,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,40,40,2005
252011,BATESVILLE SPECIALTY HOSPITAL,303 MEDICAL CENTER DRIVE,BATESVILLE,MS,38606,6627122192,1,active,,01jul2006,250160,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,12,12,2007
252012,"REGENCY HOSPITAL OF JACKSON, LLC","969 HOSPITAL DRIVE, 6TH FLOOR",JACKSON,MS,39216,6013646200,1,active,,01oct2006,250161,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,36,36,2007
252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,MS,38701,6623327344,1,active,,01nov2011,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,0,39,39,2013
253025,MISSISSIPPI METHODIST REHAB CENTER,1350 E WOODROW WILSON DR,JACKSON,MS,39216,6019812611,1,active,,17apr1975,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit other,1,0,0,0,0,,124,124,1993
253026,"SPECIALITY HOSPITAL OF MERIDIAN,THE",1314 19TH AVENUE,MERIDIAN,MS,39301,6014864211,0,oth-status chg,01may1995,30sep1994,252004,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,,20,20,1996
253027,HEALTHSOUTH REHABILITATION HOSPITAL OF GULFPORT,"4500 13TH STREET, 3RD FLOOR, EAST TOWER, SUITE 900",GULFPORT,MS,39501,2288226965,1,active,,01may2017,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,33,33,2017
253300,MISSISSIPPI CHILDREN'S REHAB CENTER,777 LAKELAND DR,JACKSON,MS,39216,6019822911,0,"vol-merg,close",01jul1989,01may1986,,limited,0,0,0,0,0,0,0,childrens,government state,0,0,1,0,0,,41,25,1993
254001,CHARTER HOSPITAL OF JACKSON,PO BOX 4297,JACKSON,MS,39216,6019399030,1,active,,01feb1983,,no affiliation,0,0,0,1,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,180,108,1993
254002,CPC SAND HILL HOSPITAL,12222 HWY 49 S,GULFPORT,MS,39503,6018311700,1,active,,25sep1984,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,60,60,1993
254003,GULF OAKS HOSPITAL & CLINIC,4645 W BEACH BLVD,BILOXI,MS,39531,6013880600,0,"vol-merg,close",01may1992,22apr1985,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,45,45,1993
254004,BIENVILLE RECOVERY CTR CDU,401 E BEACH BLVD,BILOXI,MS,39531,6013742500,0,vol-risk invol,01feb1991,01oct1986,,no affiliation,0,0,0,0,0,0,0,psych,non-profit other,1,0,0,0,0,,30,30,1993
254005,PARKWOOD HOSPITAL,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,6018954900,1,active,,19may1987,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,60,60,1993
254006,LAURELWOOD CENTER,HIGHWAY 39 N,MERIDIAN,MS,39303,6014836211,1,active,,04jan1990,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,66,66,1993
254007,BRENTWOOD BEHAVIORAL HEALTHCARE,3531 EAST LAKELAND DRIVE,JACKSON,MS,39208,8009548438,1,active,,10jan2001,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,1231,107,2001
254008,SOUTH MISSISSIPPI STATE HOSPITAL,823 HIGHWAY 589,PURVIS,MS,39475,6017940100,1,active,,20nov2001,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,50,50,2001
254009,NORTH MISSISSIPPI STATE HOSPITAL,1937 BRIAR RIDGE RD,TUPELO,MS,38804,6626904200,1,active,,08may2002,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,50,50,2002
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST/BOX 157-A,WHITFIELD,MS,39193,6013518000,1,active,,27jun2007,,no affiliation,0,0,0,0,2,0,0,psych,government local,0,0,1,0,0,,306,306,2007
259800,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2500 N STATE STREET,JACKSON,MS,39216,6019844100,1,active,,03oct2008,,,,,,,,0,0,transplant,,0,0,0,0,0,1,,,2011
260001,ST JOHNS REGIONAL MEDICAL CENTER,2727 MCCLELLAND BLVD,JOPLIN,MO,64801,4177812727,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,367,367,1993
260002,LUTHERAN MEDICAL CENTER,2639 MIAMI ST,SAINT LOUIS,MO,63118,3145775800,1,active,,01jul1966,,major,0,1,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,398,398,1993
260003,AURORA COMMUNITY HOSPITAL,500 PORTER ST,AURORA,MO,65605,4176782122,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,63,53,1993
260004,COOPER COUNTY MEMORIAL HOSPITAL,HIGHWAY B BOX 88,BOONVILLE,MO,65233,8168827461,1,active,,01aug1969,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,49,49,1993
260005,ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,3149475000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,362,362,1993
260006,HEARTLAND WEST HOSPITAL,7TH TO 9TH ON FARAON,SAINT JOSEPH,MO,64501,8162717111,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,594,594,1993
260007,FREEMAN HOSPITAL,1102 W 32ND ST,JOPLIN,MO,64801,4176232801,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,193,193,1993
260008,ST LOUIS REGIONAL MEDICAL CENTER,5535 DELMAR BLVD,SAINT LOUIS,MO,63112,3143611212,1,active,,01jul1966,,graduate,0,1,0,0,51,1,0,short term,non-profit other,1,0,0,0,0,,304,304,1993
260009,BOTHWELL REGIONAL HEALTH CENTER,644 E 13TH ST,SEDALIA,MO,65301,8168268833,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,185,185,1993
260010,LEVERING HOSPITAL,1734 MARKET ST,HANNIBAL,MO,63401,3142216511,0,"vol-merg,close",08dec1988,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,106,106,1993
260011,ST MARYS HEALTH CENTER,100 ST MARY'S MEDICAL PLAZA,JEFFERSON CITY,MO,65101,3146358141,1,active,,01jul1966,262513,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,167,167,1993
260012,ST VINCENTS HOSPITAL,801 LINCOLN AVE,MONETT,MO,65708,4172353144,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,78,53,1993
260013,MCCUNE BROOKS HOSPITAL,627 W CENTENNIAL ST,CARTHAGE,MO,64836,4173588121,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,80,80,1993
260014,BARNES HOSPITAL,4949 BARNES HOSPITAL PLAZA,SAINT LOUIS,MO,63110,3143625000,1,active,,01jul1966,,major,0,1,0,0,518,1,0,short term,non-profit other,1,0,0,0,0,,1208,1208,1993
260015,TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST ST,KENNETT,MO,63857,3148884522,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,116,116,1993
260016,VENCOR HOSPITAL-KANSAS CITY,8701 TROOST AVE,KANSAS CITY,MO,64131,8169952000,0,oth-status chg,01aug1992,01jul1966,262011,major,0,0,1,0,0,1,0,short term,non-profit other,1,0,0,0,0,,167,167,1993
260017,PHELPS COUNTY REGIONAL MED CENTER,1000 W 10TH ST,ROLLA,MO,65401,3143643100,1,active,,01jul1966,,no affiliation,0,0,1,0,0,1,0,short term,government local,0,0,1,0,0,,258,258,1993
260018,ST FRANCIS HOSPITAL,PO BOX 82,MOUNTAIN VIEW,MO,65548,4179342246,1,active,,01jul1966,,major,0,0,0,1,0,1,0,short term,non-profit church,1,0,0,0,0,,42,42,1993
260019,ARCADIA VALLEY HOSPITAL,HIGHWAY 21 BOX 220,PILOT KNOB,MO,63663,3145463924,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,32,32,1993
260020,ST JOHNS MERCY MEDICAL CENTER,615 NEW BALLAS RD S,CREVE COEUR,MO,63141,3145696000,1,active,,01jul1966,,limited,1,1,0,0,92,1,0,short term,non-profit church,1,0,0,0,0,,859,859,1993
260021,DEACONESS HOSPITAL,6150 OAKLAND AVE,SAINT LOUIS,MO,63139,3147683000,1,active,,01jul1966,,limited,0,0,0,1,61,1,0,short term,non-profit church,1,0,0,0,0,,527,527,1993
260022,KIRKSVILLE OSTEOPATHIC HEALTH CENTER,800 W JEFFERSON,KIRKSVILLE,MO,63501,8166262121,1,active,,01jul1966,260038,major,0,0,1,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,238,238,1993
260023,JEFFERSON MEMORIAL HOSPITAL,HWY 61 SOUTH BOX 350,CRYSTAL CITY,MO,63019,3149331000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,210,210,1993
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,HOUSTON,MO,65483,4179673311,1,active,,01jul1966,,no affiliation,0,0,0,1,0,1,0,short term,government local,0,0,1,0,0,,66,53,1993
260025,HANNIBAL REGIONAL HOSPITAL,P O  BOX 551,HANNIBAL,MO,63401,3142210414,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,150,150,1993
260026,SWEET SPRINGS COMMUNITY HOSPITAL,701 BRIDGE STREET BOX 206,SWEET SPRINGS,MO,65351,8163356311,0,"vol-merg,close",23jul1991,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,31,31,1993
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,8162764000,1,active,,01jul1966,,graduate,0,1,0,0,7,1,0,short term,non-profit private,1,0,0,0,0,,536,536,1993
260029,EXCELSIOR SPRINGS MEDICAL CENTER,1700 RAINBOW BLVD,EXCELSIOR SPRINGS,MO,64024,8166376081,1,active,,10jan1977,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,109,109,1993
26002F,US ARMY HOSP,,FORT LEONARD WOOD,MO,65473,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,300,300,1993
260030,MADISON MEMORIAL HOSPITAL,100 SOUTH WOOD AT WEST COLLEGE,FREDERICKTOWN,MO,63645,3147833341,1,active,,01oct1976,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,40,40,1993
260031,TRINITY LUTHERAN HOSPITAL,3030 BALTIMORE AVENUE,KANSAS CITY,MO,64108,8167534600,1,active,,01jul1966,,limited,1,1,1,0,17,1,0,short term,non-profit other,1,0,0,0,0,,731,731,1993
260032,JEWISH HOSPITAL,216 S KINGS HIGHWAY,SAINT LOUIS,MO,63110,3144547000,1,active,,01jul1966,,major,1,1,0,0,144,1,0,short term,non-profit other,1,0,0,0,0,,628,628,1993
260033,DEACONESS MEDICAL CENTER NORTH,7840 NATURAL BRIDGE RD,NORMANDY,MO,63121,3143890015,0,"vol-merg,close",18feb1993,01jul1966,,no affiliation,0,0,1,0,18.5,1,0,short term,non-profit other,1,0,0,0,0,,188,188,1993
260034,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,BUTLER,MO,64730,8166794135,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,48,48,1993
260035,CEDAR COUNTY MEMORIAL HOSPITAL,1401 S PARK,EL DORADO SPRINGS,MO,64744,4178762511,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,34,34,1993
260036,CASS MEDICAL CENTER,1800 E MECHANIC,HARRISONVILLE,MO,64701,8168843291,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,50,50,1993
260037,CHARLES E STILL HOSPITAL,1125 S MADISON ST,JEFFERSON CITY,MO,65101,3146357141,1,active,,01jul1966,,limited,0,0,1,0,8,1,0,short term,non-profit private,1,0,0,0,0,,169,169,1993
260039,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,63664,3144385451,1,active,,01jul1966,,no affiliation,0,0,0,1,0,1,0,short term,government local,0,0,1,0,0,,48,48,1993
26003F,US AIR FORCE HOSP,RICHARDS-GEBAUR AFB,GRANDVIEW,MO,64030,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,33,33,1993
260040,COX MEDICAL CENTER,1432 N JEFFERSON ST,SPRINGFIELD,MO,65802,4178363000,1,active,,01jul1966,,limited,0,1,0,0,14,1,0,short term,non-profit other,1,0,0,0,0,,806,806,1993
260041,LAKELAND REGIONAL HOSPITAL,440 S MARKET ST,SPRINGFIELD,MO,65806,4178655581,0,vol-other,31mar1990,01may1973,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,149,149,1993
260042,BETHESDA GENERAL HOSPITAL,3655 VISTA AVE,SAINT LOUIS,MO,63110,3147729200,1,active,,01jul1966,,major,0,1,0,0,11,1,0,short term,non-profit other,1,0,0,0,0,,122,122,1993
260044,HEDRICK MEDICAL CENTER,100 CENTRAL ST,CHILLICOTHE,MO,64601,8166461480,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,80,54,1993
260045,DEPT OF COMMUNITY HEALTH  MED CARE,601 S BRENTWOOD BLVD,CLAYTON,MO,63105,3147276300,0,"vol-merg,close",01jul1986,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,200,200,1993
260047,MEMORIAL COMMUNITY HOSPITAL,1432 SOUTHWEST BLVD,JEFFERSON CITY,MO,65101,3146356811,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,100,100,1993
260048,TRUMAN MEDICAL CENTER,2301 HOLMES,KANSAS CITY,MO,64108,8165563000,1,active,,01jul1966,,major,1,1,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,308,308,1993
260049,DADE COUNTY MEMORIAL HOSPITAL,1005 S MAIN ST,LOCKWOOD,MO,65682,4172324567,0,"vol-merg,close",18jan1991,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,21,21,1993
26004F,VA HOSP,4801 LINWOOD BLVD,KANSAS CITY,MO,64128,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,501,501,1993
260050,ST FRANCIS HOSPITAL,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,8165622600,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,39,39,1993
260051,CENTRAL MEDICAL CENTER INC,4411 NORTH NEWSTEAD,SAINT LOUIS,MO,63115,3143827979,0,"vol-merg,close",17may1993,05jun1973,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,194,194,1993
260052,ST JOHNS MERCY HOSPITAL,200 MADISON AVE,WASHINGTON,MO,63090,3142398000,1,active,,01nov1969,,no affiliation,0,0,0,1,0,1,0,short term,non-profit church,1,0,0,0,0,,165,165,1993
260053,SALE HOSPITAL INC,113 W HICKORY,NEOSHO,MO,64850,4174511234,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,67,54,1993
260054,INCARNATE WORD HOSPITAL,3545 LAFAYETTE,SAINT LOUIS,MO,63104,3148656500,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,336,336,1993
260055,WRIGHT MEMORIAL HOSPITAL,701 E FIRST,TRENTON,MO,64683,8163595621,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,78,53,1993
260056,KELLING HOSP,114 W KELLING AVE,WAVERLY,MO,64096,8164932211,0,"vol-merg,close",20dec1986,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,54,54,1993
260057,CAMERON COMMUNITY HOSPITAL,1015 W 4TH ST,CAMERON,MO,64429,8166322101,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,57,53,1993
260058,UNIVERSITY OF HEALTH SCIENCES,2105 INDEPENDENCE BLVD,KANSAS CITY,MO,64124,8162832000,0,"vol-merg,close",01sep1988,01jul1966,,major,0,0,1,0,10,1,0,short term,non-profit other,1,0,0,0,0,,426,426,1993
260059,BREECH MEDICAL CENTER,305 HARWOOD,LEBANON,MO,65536,4175322136,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,88,88,1993
26005F,US AIR FORCE HOSP,WHITEMAN AFB,KNOB NOSTER,MO,65336,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,25,25,1993
260061,NEVADA CITY HOSPITAL,600 SOUTH ASH,NEVADA,MO,64772,4176683355,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,87,87,1993
260062,ST LUKES NORTHLAND HSP SMITHVILL CAMPU,PO BOX 289,SMITHVILLE,MO,64089,8165323700,1,active,,01jul1966,,no affiliation,0,0,0,1,0,1,0,short term,non-profit other,1,0,0,0,0,,76,76,1993
260063,LAFAYETTE REGIONAL HEALTH CENTER,15TH & STATE ST,LEXINGTON,MO,64067,8162592203,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,49,49,1993
